revid_ctxt,date,rev_time,editor,link,rev_id,token_id,pos,in,out,action,duplicated,left,token,right,nationality,birth_place,Link,Bulk,ali comment,fabian_comment,cluster_4,cluster_10
448025478,2011-09-01,2011-09-02 11:49:26,15254905,http://en.wikipedia.org/w/index.php?&diff=448026229,448026229,12854,1193,6,2537,out,TRUE, baird was a prominent pioneer and made major advances in the field . particularly in,britain," , many historians credit baird with being the first to produce a live ,",N,N,N,Y,,,31,-1
448025478,2011-09-01,2011-09-02 11:49:26,15254905,http://en.wikipedia.org/w/index.php?&diff=448026229,448026229,15196,2264,6,2537,out,TRUE," television . in 1932 , baird was the first person in [[ united kingdom |",britain," ]] to demonstrate ultra - short wave transmission . ( today , we refer",N,N,Right,Y,,,-1,-1
448026278,2011-09-01,2011-09-02 11:49:54,10846722,http://en.wikipedia.org/w/index.php?&diff=448026278,448026278,12854,1193,2537,6,rein,TRUE, baird was a prominent pioneer and made major advances in the field . particularly in,britain," , many historians credit baird with being the first to produce a live ,",N,N,N,Y,,,-1,48
448026278,2011-09-01,2011-09-02 11:49:54,10846722,http://en.wikipedia.org/w/index.php?&diff=448026278,448026278,15196,2264,2537,6,rein,TRUE," television . in 1932 , baird was the first person in [[ united kingdom |",britain," ]] to demonstrate ultra - short wave transmission . ( today , we refer",N,N,Right,Y,,,-1,48
594565893,2014-02-01,2014-02-08 20:47:36,110001,http://en.wikipedia.org/w/index.php?&diff=594566610,594566610,12854,1261,0,4,out,FALSE, baird was a prominent pioneer and made major advances in the field . particularly in,britain," , many historians credit baird with being the first to produce a live ,",N,N,N,N,,,-1,64
609342444,2014-05-01,2014-05-20 05:38:45,21053368,http://en.wikipedia.org/w/index.php?&diff=609342630,609342630,15196,2455,1,2,out,FALSE," ref > in 1932 , baird was the first person in [[ united kingdom |",britain," ]] to demonstrate ultra - short wave transmission . ( today , we refer",N,N,Right,N,,,-1,-1
328390386,2009-11-01,11/28/09 15:13,7082942,http://en.wikipedia.org/w/index.php?&diff=328390386,328390386,2186,4670,29,46,rein,TRUE, - century scottish people ]] [[ category : people from helensburgh ]] [[ category :,scottish, engineers ]] [[ category : scottish inventors ]] [[ category : television pioneers ]],Y,N,N,N,,,68,91
267237604,2009-01-01,2009-01-29 18:46:47,0|92.236.115.8,http://en.wikipedia.org/w/index.php?&diff=267237604,267237604,11776,36,46,4,ins,FALSE, - tv . jpg | caption = john logie baird = john logie baird |,scottish, = scottish | birth _ date = 13 august 1888 | birth _ place,Y,N,N,N,,,-1,-1
405286876,2011-01-01,2011-01-01 06:52:50,394460,http://en.wikipedia.org/w/index.php?&diff=405286876,405286876,14297,194,461,9,rein,TRUE," , england | nationality = scottish | other _ names = | citizenship = united",kingdom," | education = [[ larchfield academy ]] , helensburgh | alma _ mater =",Y,N,N,Y,,,-1,8
249668669,2008-11-01,11/4/08 16:42,7556322,http://en.wikipedia.org/w/index.php?&diff=249668669,249668669,10812,16,1209,0,rein,TRUE, otherpeople | john baird }} {{ infobox engineer | image = jl - baird -,scottish, - inventor - of - tv . jpg | caption = | name =,N,N,N,Y,,NO,2,4
285313077,2009-04-01,4/21/09 21:05,9217058,http://en.wikipedia.org/w/index.php?&diff=285313077,285313077,10812,16,13,1,rein,FALSE, otherpeople | john baird }} {{ infobox engineer | image = jl - baird -,scottish, - inventor - of - tv . jpg | caption = | name =,N,N,N,N,Image,,-1,-1
472651698,2012-01-01,2012-01-26 01:32:01,0|122.107.74.4,http://en.wikipedia.org/w/index.php?&diff=473257640,473257640,14297,216,6,7,out,TRUE," , england | nationality = scottish | other _ names = | citizenship = united",kingdom," | education = [[ larchfield academy ]] , helensburgh | alma _ mater =",Y,N,N,N,,,104,134
237848818,2008-09-01,2008-09-12 02:20:20,0|71.106.182.162,http://en.wikipedia.org/w/index.php?&diff=237848818,237848818,10812,16,10,13,ins,FALSE, otherpeople | john baird }} {{ infobox engineer | image = jl - baird -,scottish, - inventor - of - tv . jpg | image _ width = 250px,N,N,Right,N,Image,Corrected (in file name),-1,-1
86622361,2006-11-01,2006-11-09 01:43:29,1947165,http://en.wikipedia.org/w/index.php?&diff=86622361,86622361,4616,2475,24,0,ins,TRUE, com / tvimage . htm phonovision ] * [ http : / / lost -,british, - television . blogspot . com / blog describing many missing uk television programmes,N,N,N,Y,,,23,4
473269794,2012-01-01,2012-01-26 03:14:10,1802744,http://en.wikipedia.org/w/index.php?&diff=473269794,473269794,14297,216,7,6,rein,TRUE," , england | nationality = scottish | other _ names = | citizenship = united",kingdom," | education = [[ larchfield academy ]] , helensburgh | alma _ mater =",Y,N,N,N,,,104,134
594565706,2014-02-01,2014-02-08 20:42:00,110001,http://en.wikipedia.org/w/index.php?&diff=594565893,594565893,14297,157,1,2,out,FALSE," , england | nationality = scottish | other _ names = | citizenship = united",kingdom," | education = [[ larchfield academy ]] , helensburgh | alma _ mater =",Y,N,N,N,,,104,134
290140337,2009-05-01,2009-05-15 18:28:55,0|38.116.200.45,http://en.wikipedia.org/w/index.php?&diff=290140438,290140438,10,262,0,4,out,FALSE," , he was born to an scottish father and his mother was indian , [[",scotland, ]] . he was educated at larchfield academy ( now part of lomond school,Y,N,N,N,,,-1,-1
327290011,2009-11-01,2009-11-22 14:21:23,7082942,http://en.wikipedia.org/w/index.php?&diff=327290011,327290011,14309,4562,17,12,ins,TRUE," , logie john | alternative names = | short description = [[ british people |",british, ]] [[ engineer ]] ; first person to demonstrate a working [[ television ]],Y,N,Right,N,,,-1,18
201388969,2008-03-01,2008-03-27 19:12:01,0|67.170.37.110,http://en.wikipedia.org/w/index.php?&diff=201388969,201388969,9716,6563,3574,0,ins,TRUE, com / tvimage . htm phonovision ] * [ http : / / lost -,british, - television . blogspot . com / blog describing many missing uk television programmes,N,N,N,Y,Vandalism/Bulk,,0,0
205473583,2008-04-01,4/19/08 2:00,95903,http://en.wikipedia.org/w/index.php?&diff=206614281,206614281,9716,5526,0,2734,out,TRUE, com / tvimage . htm phonovision ] * [ http : / / lost -,british, - television . blogspot . com / blog describing many missing uk television programmes,N,N,N,Y,,,34,44
249233690,2008-11-01,11/4/08 16:41,0|122.169.1.106,http://en.wikipedia.org/w/index.php?&diff=249668442,249668442,4616,3105,0,1209,out,TRUE, com / tvimage . htm phonovision ] * [ http : / / lost -,british, - television . blogspot . com / blog describing many missing uk television programmes,N,N,N,Y,Vandalism/Bulk,,-1,-1
249668669,2008-11-01,11/4/08 16:42,7556322,http://en.wikipedia.org/w/index.php?&diff=249668669,249668669,4616,3105,1209,0,rein,TRUE, com / tvimage . htm phonovision ] * [ http : / / lost -,british, - television . blogspot . com / blog describing many missing uk television programmes,N,N,N,Y,Vandalism/Bulk,,-1,-1
259706829,2008-12-01,12/24/08 19:57,0|91.85.137.135,http://en.wikipedia.org/w/index.php?&diff=259951213,259951213,4616,3292,0,37,out,TRUE, com / tvimage . htm phonovision ] * [ http : / / lost -,british, - television . blogspot . com / blog describing many missing uk television programmes,N,N,N,Y,,,18,82
698355496,2016-01-01,2016-01-11 22:38:42,1398,http://en.wikipedia.org/w/index.php?&diff=699370615,699370615,2509,6477,0,71,out,TRUE," of birth = 13 august 1888 | place of birth = helensburgh , argyll and",bute," , scotland | date of death = 14 june 1946 | place of death",N,Y,N,Y,,,-1,-1
392200091,2010-10-01,2010-10-22 13:44:02,139104,http://en.wikipedia.org/w/index.php?&diff=392215186,392215186,14239,99,0,146,out,TRUE," place = [[ bexhill - on - sea ]] , [[ sussex ]] , [[",england," , uk ]] | education = | spouse = | parents = | children",N,N,N,Y,,,-1,-1
26479217,2005-10-01,2005-10-25 22:40:57,394460,http://en.wikipedia.org/w/index.php?&diff=26479217,26479217,2154,103,80,7,in,TRUE," [[ independent school ( uk ) | private ]] [[ lomond school ]] ) ,",helensburgh, ; the [[ glasgow and west of scotland technical college ]] ( which later,N,Y,N,N,,,-1,-1
36934652,2006-02-01,2006-02-09 20:57:38,0|83.67.35.41,http://en.wikipedia.org/w/index.php?&diff=38966139,38966139,2129,74,1,3,out,TRUE," and education = = baird was born in [[ helensburgh ]] , [[ argyll and",bute," ]] , [[ scotland ]] , and educated at [[ larchfield school ]] (",N,Y,N,N,,,13,14
243435244,2008-10-01,2008-10-07 10:42:16,1128841,http://en.wikipedia.org/w/index.php?&diff=243625858,243625858,2574,263,2,2,out,TRUE," television ' s invention ]] . baird was born in [[ helensburgh ]] , [[",argyll," ]] , [[ scotland ]] . he was educated at [[ larchfield academy ]]",N,Y,N,N,,,13,14
276537626,2009-03-01,2009-03-11 16:30:11,7746361,http://en.wikipedia.org/w/index.php?&diff=276537707,276537707,11181,230,10,8,out,TRUE," invention . = = early years = = baird was born in [[ helensburgh ,",argyll," ]] , [[ scotland ]] . he was educated at larchfield academy ( now",N,Y,N,N,,,13,14
638561837,2015-01-01,2015-01-17 16:52:46,0|82.43.107.127,http://en.wikipedia.org/w/index.php?&diff=642926733,642926733,16311,998,30,165,out,TRUE," august 1888 in [[ helensburgh ]] , [[ argyll and bute ]] ( then [[",dunbartonshire," ]] ) , and was the youngest of four children of the reverend john",N,Y,N,Y,,,0,-1
642926740,2015-01-01,2015-01-17 16:52:49,13286072,http://en.wikipedia.org/w/index.php?&diff=642926740,642926740,16311,998,165,30,rein,TRUE," august 1888 in [[ helensburgh ]] , [[ argyll and bute ]] ( then [[",dunbartonshire," ]] ) , and was the youngest of four children of the reverend john",N,Y,N,Y,,,0,-1
530278092,2012-12-01,12/31/12 7:54,394460,http://en.wikipedia.org/w/index.php?&diff=530578785,530578785,14663,499,10,23,out,TRUE, accessed 23 april 2010 . < / ref > was a [[ scottish people |,scottish, ]] [[ engineer ]] and [[ inventor ]] of the world ' s first,N,N,Right,N,Duplicated,,-1,-1
346162001,2010-02-01,2/24/10 21:13,394460,http://en.wikipedia.org/w/index.php?&diff=346162001,346162001,14379,173,3,5,rein,TRUE, ' ( 14 august 1888 – 14 june 1946 ) was a [[ scotland |,scottish, ]] < ref > {{ cite web | url = http : / /,Y,N,Right,N,Duplicated,,0,-1
698355496,2016-01-01,2016-01-11 22:38:42,1398,http://en.wikipedia.org/w/index.php?&diff=699370615,699370615,2545,6501,0,71,out,TRUE," june 1946 | place of death = bexhill - on - sea , sussex ,",england," }} {{ defaultsort : baird , john logie }} [[ category : 1888 births",N,N,N,Y,,,-1,-1
267237604,2009-01-01,1/29/09 18:49,7662847,http://en.wikipedia.org/w/index.php?&diff=267238034,267238034,11776,36,4,46,out,FALSE, - tv . jpg | caption = john logie baird = john logie baird |,scottish, = scottish | birth _ date = 13 august 1888 | birth _ place,N,N,N,N,Cleaning,,-1,-1
594565893,2014-02-01,2/8/14 20:42,110001,http://en.wikipedia.org/w/index.php?&diff=594565893,594565893,13916,156,1,2,rein,FALSE," scotland , england | nationality = scottish | other _ names = | citizenship =",british," | education = [[ larchfield academy ]] , helensburgh | alma _ mater =",N,N,N,N,Wording,,104,134
620854780,2014-08-01,8/12/14 01:54,479511,http://en.wikipedia.org/w/index.php?&diff=620854780,620854780,13916,156,1,1,rein,FALSE, scotland and england | nationality = scottish | other _ names = | citizenship =,british," | education = [[ larchfield academy ]] , helensburgh | alma _ mater =",N,N,N,N,Cleaning,,104,134
701752867,2016-01-01,1/26/16 11:10,0|193.35.235.117,http://en.wikipedia.org/w/index.php?&diff=701752867,701752867,10533,171,15,1,rein,FALSE, helensburgh cemetery ]] | monuments = | residence = scotland and england | nationality =,scottish, | other _ names = < ref > < ref > < / ref,N,N,N,N,Cleaning,,92,124
409955078,2011-01-01,1/25/11 12:18,3967105,http://en.wikipedia.org/w/index.php?&diff=409955078,409955078,11247,197,1,1,rein,FALSE," inline }} --> | monuments = | residence = scotland , england | nationality =",british, | other _ names = | citizenship = united kingdom | education = [[,N,N,N,N,Spelling,,92,124
483120907,2012-03-01,3/21/12 13:15,139104,http://en.wikipedia.org/w/index.php?&diff=483120907,483120907,10533,202,2,2,rein,TRUE, display = inline }} --> | monuments = | residence = scotland | nationality =,scottish, | other _ names = | citizenship = united kingdom | education = [[,N,N,N,N,Cleaning,,-1,124
495747643,2012-06-01,6/3/12 10:30,7852030,http://en.wikipedia.org/w/index.php?&diff=495747643,495747643,10533,173,8,24,rein,TRUE, in [[ helensburgh cemetery ]] | monuments = | residence = scotland | nationality =,scottish, | other _ names = | citizenship = united kingdom | education = [[,N,N,N,N,Cleaning,,105,-1
301239156,2009-07-01,2009-07-09 19:08:51,3996186,http://en.wikipedia.org/w/index.php?&diff=301239156,301239156,12656,532,67,30,in,TRUE," poor health , he moved to 21 linton crescent hastings on the south coast of",england, and rented a workshop in queen ' s arcade in the town . in,N,N,N,Y,Question,,-1,60
691874664,2015-11-01,2015-11-22 19:38:32,17930338,http://en.wikipedia.org/w/index.php?&diff=691874664,691874664,20424,1122,107,0,ins,FALSE, | graduate ]] . at the beginning of 1915 he volunteered for service in the,british, army but was classified as unfit for active duty . unable to go to,N,N,N,Y,,,119,142
715877865,2016-04-01,4/18/16 14:03,0|24.112.57.31,http://en.wikipedia.org/w/index.php?&diff=715877982,715877982,20424,1193,1,311,out,TRUE, | graduate ]] . at the beginning of 1915 he volunteered for service in the,british, army but was classified as unfit for active duty . unable to go to,N,N,N,Y,,,91,122
715878046,2016-04-01,4/18/16 14:03,211905,http://en.wikipedia.org/w/index.php?&diff=715878046,715878046,20424,1193,311,1,rein,TRUE, | graduate ]] . at the beginning of 1915 he volunteered for service in the,british, army but was classified as unfit for active duty . unable to go to,N,N,N,Y,,,91,122
715878046,2016-04-01,4/18/16 14:06,0|24.112.57.31,http://en.wikipedia.org/w/index.php?&diff=715878317,715878317,20424,1193,2,317,out,TRUE, | graduate ]] . at the beginning of 1915 he volunteered for service in the,british, army but was classified as unfit for active duty . unable to go to,N,N,N,Y,,,91,122
715878405,2016-04-01,4/18/16 14:06,211905,http://en.wikipedia.org/w/index.php?&diff=715878405,715878405,20424,1193,317,2,rein,TRUE, | graduate ]] . at the beginning of 1915 he volunteered for service in the,british, army but was classified as unfit for active duty . unable to go to,N,N,N,Y,,,66,-1
34639724,2006-01-01,2006-01-10 18:25:37,0|137.222.184.207,http://en.wikipedia.org/w/index.php?&diff=34639724,34639724,2434,1022,1,1,ins,FALSE," 600 line hdtv colour system , and during [[ 1944 ]] he tried to persuade",british, authorities to adopt a 1000 + line colour system as standard . he also,N,N,N,N,Cleaning,NO,-1,-1
114565701,2007-03-01,3/12/07 16:03,0|151.188.16.36,http://en.wikipedia.org/w/index.php?&diff=114565733,114565733,2434,1269,0,1201,out,TRUE," . mclean , p . 196 . < / ref > during 1944 he persuaded",british, authorities to make plans to adopt his proposed 1000 - line telechrome electronic colour,N,N,N,Y,Vandalism/Bulk,,-1,-1
114565915,2007-03-01,3/12/07 16:04,292494,http://en.wikipedia.org/w/index.php?&diff=114565915,114565915,2434,1434,1667,0,rein,TRUE," . mclean , p . 196 . < / ref > during 1944 he persuaded",british, authorities to make plans to adopt his proposed 1000 - line telechrome electronic colour,N,N,N,Y,,,-1,-1
119682891,2007-04-01,4/2/07 23:41,0|72.93.113.53,http://en.wikipedia.org/w/index.php?&diff=119843819,119843819,2434,1429,4,1293,out,TRUE," . mclean , p . 196 . < / ref > during 1944 he persuaded",british, authorities to make plans to adopt his proposed 1000 - line telechrome electronic colour,N,N,N,Y,Vandalism/Bulk,,29,-1
119843866,2007-04-01,4/2/07 23:41,2198470,http://en.wikipedia.org/w/index.php?&diff=119843866,119843866,2434,1429,1293,4,rein,TRUE," . mclean , p . 196 . < / ref > during 1944 he persuaded",british, authorities to make plans to adopt his proposed 1000 - line telechrome electronic colour,N,N,N,Y,Vandalism/Bulk,,29,-1
137661311,2007-06-01,6/21/07 1:17,4634631,http://en.wikipedia.org/w/index.php?&diff=139555756,139555756,2434,1430,7,1297,out,TRUE," . mclean , p . 196 . < / ref > during 1944 he persuaded",british, authorities to make plans to adopt his proposed 1000 - line telechrome electronic colour,N,N,N,Y,Vandalism/Bulk,,-1,-1
139555957,2007-06-01,6/21/07 1:19,2457735,http://en.wikipedia.org/w/index.php?&diff=139555957,139555957,2434,1430,1297,7,rein,TRUE," . mclean , p . 196 . < / ref > during 1944 he persuaded",british, authorities to make plans to adopt his proposed 1000 - line telechrome electronic colour,N,N,N,Y,Vandalism/Bulk,,-1,48
172824264,2007-11-01,11/21/07 1:44,5859493,http://en.wikipedia.org/w/index.php?&diff=172825240,172825240,2434,1441,10,1297,out,TRUE," . mclean , p . 196 . < / ref > during 1944 he persuaded",british, authorities to make plans to adopt his proposed 1000 - line telechrome electronic colour,N,N,N,Y,Vandalism/Bulk,,-1,-1
172825584,2007-11-01,11/21/07 1:46,2803391,http://en.wikipedia.org/w/index.php?&diff=172825584,172825584,2434,1441,1297,10,rein,TRUE," . mclean , p . 196 . < / ref > during 1944 he persuaded",british, authorities to make plans to adopt his proposed 1000 - line telechrome electronic colour,N,N,N,Y,Vandalism/Bulk,,-1,-1
187518573,2008-01-01,1/28/08 18:53,0|80.255.223.91,http://en.wikipedia.org/w/index.php?&diff=187518650,187518650,2434,1252,0,600,out,TRUE," . mclean , p . 196 . < / ref > during 1944 he persuaded",british, authorities to make plans to adopt his proposed 1000 - line telechrome electronic colour,N,N,N,Y,Vandalism/Bulk,,29,-1
187518697,2008-01-01,1/28/08 18:53,5711305,http://en.wikipedia.org/w/index.php?&diff=187518697,187518697,2434,1441,789,0,rein,TRUE," . mclean , p . 196 . < / ref > during 1944 he persuaded",british, authorities to make plans to adopt his proposed 1000 - line telechrome electronic colour,N,N,N,Y,Vandalism/Bulk,,29,-1
187518697,2008-01-01,1/29/08 9:22,0|217.225.99.117,http://en.wikipedia.org/w/index.php?&diff=187661162,187661162,2434,1441,0,1309,out,TRUE," . mclean , p . 196 . < / ref > during 1944 he persuaded",british, authorities to make plans to adopt his proposed 1000 - line telechrome electronic colour,N,N,N,Y,Vandalism/Bulk,,29,-1
